seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_CP064876|provirus_249258_325790	76533	Provirus	249258-325790	70	11	0.8949	NA	1	35.5338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP048069|provirus_2_18399	18398	Provirus	2-18399	25	11	0.8948	NA	8	11.7297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP110512|provirus_3_19202	19200	Provirus	3-19202	24	11	0.8944	NA	0	4.5025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038960|provirus_1_20129	20129	Provirus	1-20129	25	11	0.8942	NA	8	9.8747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016598	3816	No terminal repeats	NA	6	11	0.8939	NA	0	5.3264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP007129|provirus_1_108145	108145	Provirus	1-108145	139	11	0.8939	NA	8	36.9826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP077203|provirus_27814_77496	49683	Provirus	27814-77496	63	11	0.8939	NA	9	26.5063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP022769|provirus_615724_644961	29238	Provirus	615724-644961	23	11	0.8935	NA	1	12.1407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029455|provirus_221052_258224	37173	Provirus	221052-258224	38	11	0.8933	NA	5	15.9542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050473	97344	No terminal repeats	NA	129	11	0.8931	NA	4	46.4887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP119142|provirus_1528774_1551775	23002	Provirus	1528774-1551775	39	11	0.8929	NA	3	22.5312	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP022779|provirus_615729_644967	29239	Provirus	615729-644967	23	11	0.8926	NA	1	12.1407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP043614	14316	No terminal repeats	NA	22	11	0.8923	NA	6	13.1205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR882936|provirus_33014_49523	16510	Provirus	33014-49523	26	11	0.8922	NA	2	7.5677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_017177|provirus_89734_196719	106986	Provirus	89734-196719	113	11	0.8914	NA	0	67.9835	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Marseilleviridae
NC_019938	9865	No terminal repeats	NA	19	11	0.8913	NA	2	7.4159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104797|provirus_16318_160180	143863	Provirus	16318-160180	159	11	0.8912	NA	15	64.6102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045259	100984	No terminal repeats	NA	108	11	0.8912	NA	15	46.0712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015920	13190	No terminal repeats	NA	15	11	0.8905	NA	4	6.0148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045146	100979	No terminal repeats	NA	109	11	0.8905	NA	15	46.0712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP085410|provirus_280978_344750	63773	Provirus	280978-344750	56	11	0.8904	NA	5	17.1665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021653|provirus_1860072_1927972	67901	Provirus	1860072-1927972	73	11	0.8902	NA	10	36.8275	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP012688|provirus_1860070_1927970	67901	Provirus	1860070-1927970	73	11	0.8902	NA	10	36.8275	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099479	16883	No terminal repeats	NA	22	11	0.8902	NA	2	11.5501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038616	85274	No terminal repeats	NA	122	11	0.89	NA	13	30.2233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP093251|provirus_3_60659	60657	Provirus	3-60659	66	11	0.8897	NA	15	39.6758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050480	92706	No terminal repeats	NA	124	11	0.8896	NA	3	30.2845	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP043272|provirus_26_53913	53888	Provirus	26-53913	56	11	0.8884	NA	4	22.8318	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083583|provirus_701557_790410	88854	Provirus	701557-790410	133	11	0.8881	NA	2	31.9266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP036456	89998	No terminal repeats	NA	140	11	0.8877	NA	12	62.9024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016915|provirus_2036634_2061004	24371	Provirus	2036634-2061004	18	11	0.8876	NA	1	13.2367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059377|provirus_1082361_1111471	29111	Provirus	1082361-1111471	23	11	0.8875	NA	1	12.1407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP116888|provirus_220759_310664	89906	Provirus	220759-310664	67	11	0.8872	NA	0	7.2025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084340	100977	No terminal repeats	NA	110	11	0.8868	NA	15	45.6331	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010109	71771	No terminal repeats	NA	95	11	0.8865	NA	9	14.2222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014093|provirus_97997_125123	27127	Provirus	97997-125123	32	11	0.8865	NA	1	13.7089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP086105|provirus_1915954_1972260	56307	Provirus	1915954-1972260	64	11	0.8863	NA	11	43.685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014527|provirus_127104_141588	14485	Provirus	127104-141588	23	11	0.8859	NA	10	19.6155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP065512	240207	No terminal repeats	NA	271	11	0.8853	NA	8	74.4454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034292|provirus_40251_51531	11281	Provirus	40251-51531	17	11	0.8852	NA	1	6.8345	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
NC_015597|provirus_213112_220571	7460	Provirus	213112-220571	14	11	0.8848	NA	1	8.6436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_004838	100990	No terminal repeats	NA	110	11	0.8848	NA	15	45.6331	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010090|provirus_160278_241530	81253	Provirus	160278-241530	97	11	0.8847	NA	11	23.7193	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070907|provirus_68139_121582	53444	Provirus	68139-121582	70	11	0.8846	NA	1	19.4049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014526	32967	No terminal repeats	NA	51	11	0.8841	NA	18	31.994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR882951|provirus_47056_72646	25591	Provirus	47056-72646	37	11	0.8841	NA	2	7.5775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045164	100989	No terminal repeats	NA	110	11	0.8841	NA	15	46.0712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP071812|provirus_250154_262024	11871	Provirus	250154-262024	19	11	0.8838	NA	1	2.9599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083588	8933	No terminal repeats	NA	11	11	0.8837	NA	1	1.3413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059912	1079	No terminal repeats	NA	3	11	0.8836	NA	2	3.226	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027182|provirus_77886_105126	27241	Provirus	77886-105126	29	11	0.8836	NA	3	13.8206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP110646	88346	No terminal repeats	NA	122	11	0.8829	NA	5	39.2993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP014826	32475	No terminal repeats	NA	59	11	0.8824	NA	0	6.4979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP118940|provirus_169334_220103	50770	Provirus	169334-220103	54	11	0.8818	NA	10	28.4349	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP090491	87996	No terminal repeats	NA	106	11	0.8818	NA	2	36.6683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR882966|provirus_2989_26522	23534	Provirus	2989-26522	39	11	0.8817	NA	2	11.4698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP080277|provirus_85590_106170	20581	Provirus	85590-106170	37	11	0.8816	NA	1	12.3048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP076122|provirus_1910749_1958277	47529	Provirus	1910749-1958277	51	11	0.8811	NA	10	46.0515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045159	101698	No terminal repeats	NA	110	11	0.8811	NA	15	46.0712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP079777|provirus_34227_49229	15003	Provirus	34227-49229	23	11	0.881	NA	0	5.163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009344	6824	No terminal repeats	NA	4	11	0.881	NA	0	2.074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP013283	6824	No terminal repeats	NA	4	11	0.881	NA	0	2.074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045028	6824	No terminal repeats	NA	4	11	0.881	NA	0	2.074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104448|provirus_1915654_1926897	11244	Provirus	1915654-1926897	13	11	0.881	NA	1	7.6535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053046|provirus_36626_47487	10862	Provirus	36626-47487	15	11	0.8806	NA	0	3.4663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038627	15977	No terminal repeats	NA	19	11	0.8805	NA	7	8.9533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058558|provirus_408485_435827	27343	Provirus	408485-435827	46	11	0.8804	NA	1	7.8716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP018299|provirus_3_75239	75237	Provirus	3-75239	96	11	0.8794	NA	17	50.972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027185|provirus_76524_105127	28604	Provirus	76524-105127	32	11	0.8794	NA	3	13.8206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062859	8009	No terminal repeats	NA	13	11	0.8792	NA	1	3.9418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015360	14456	No terminal repeats	NA	18	11	0.8791	NA	1	6.0196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_020292	136188	No terminal repeats	NA	106	11	0.8783	NA	0	54.0565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009989	99286	No terminal repeats	NA	107	11	0.8777	NA	15	44.429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046373|provirus_87_27413	27327	Provirus	87-27413	41	4	0.8766	NA	5	13.9864	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099329|provirus_96528_112168	15641	Provirus	96528-112168	20	11	0.8762	NA	0	1.8858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP090444	67991	No terminal repeats	NA	105	11	0.8761	NA	10	52.5334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP022441|provirus_302394_316555	14162	Provirus	302394-316555	17	11	0.8758	NA	2	7.378	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
NC_015679	4085	No terminal repeats	NA	7	11	0.8748	NA	0	5.3264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP042996	5833	No terminal repeats	NA	1	11	0.8748	NA	0	1.4874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_011774	140001	No terminal repeats	NA	113	11	0.8746	NA	0	26.6391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045155	99286	No terminal repeats	NA	106	11	0.8743	NA	15	44.429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021767|provirus_1860106_1914725	54620	Provirus	1860106-1914725	62	11	0.8738	NA	10	39.2434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062904	8009	No terminal repeats	NA	13	11	0.8737	NA	1	3.9418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104987	8955	No terminal repeats	NA	10	11	0.8735	NA	1	1.3413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_013856|provirus_601855_626887	25033	Provirus	601855-626887	15	11	0.8733	NA	4	9.9982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083533	3714	No terminal repeats	NA	4	11	0.8731	NA	1	3.1384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae
NZ_CP106661|provirus_94468_150465	55998	Provirus	94468-150465	70	11	0.8726	NA	14	39.3151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038896|provirus_1_21543	21543	Provirus	1-21543	26	11	0.872	NA	8	9.8747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP030285|provirus_2_9967	9966	Provirus	2-9967	20	11	0.8717	NA	0	3.2764	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_017266	99286	No terminal repeats	NA	106	11	0.8716	NA	15	44.429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP067400|provirus_126635_138034	11400	Provirus	126635-138034	19	11	0.8715	NA	0	4.8022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP011277	12514	No terminal repeats	NA	19	11	0.8714	NA	1	4.4808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083716|provirus_113199_122032	8834	Provirus	113199-122032	17	11	0.8709	NA	2	13.4474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_009378	137010	No terminal repeats	NA	139	11	0.87	NA	15	2.0333	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061196	8519	No terminal repeats	NA	18	11	0.8699	NA	9	16.4393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070868	6689	No terminal repeats	NA	12	11	0.8693	NA	2	7.4094	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
NZ_CP098188	14367	No terminal repeats	NA	20	11	0.8691	NA	2	5.0494	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
NZ_CP038915|provirus_38359_63727	25369	Provirus	38359-63727	34	11	0.8691	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034946	6455	No terminal repeats	NA	12	11	0.8691	NA	0	1.4057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
NZ_CP006790	100984	No terminal repeats	NA	108	11	0.8685	NA	15	46.0712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP039212|provirus_18970_38375	19406	Provirus	18970-38375	24	11	0.8674	NA	8	9.8747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038955|provirus_1_21544	21544	Provirus	1-21544	26	11	0.8668	NA	8	9.8747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084346	77493	No terminal repeats	NA	90	11	0.8653	NA	11	30.8297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_008120	96471	No terminal repeats	NA	101	11	0.8635	NA	15	34.0903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP116888|provirus_114722_199770	85049	Provirus	114722-199770	111	11	0.8634	NA	2	16.6032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP042894|provirus_96769_125266	28498	Provirus	96769-125266	36	11	0.8633	NA	0	9.5898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP030229	3028	No terminal repeats	NA	5	11	0.8628	NA	2	3.8317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP035969|provirus_246654_258781	12128	Provirus	246654-258781	20	11	0.86240000000000006	NA	1	2.9599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_020196	3735	No terminal repeats	NA	7	11	0.8621	NA	0	5.3264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP014639|provirus_105_62213	62109	Provirus	105-62213	77	11	0.8621	NA	5	17.2396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP014643|provirus_105_62213	62109	Provirus	105-62213	77	11	0.8621	NA	5	17.2396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009904	96473	No terminal repeats	NA	102	11	0.8619	NA	16	35.4302	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038888|provirus_38360_64845	26486	Provirus	38360-64845	35	11	0.8606	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038969|provirus_38359_64844	26486	Provirus	38359-64844	35	11	0.8606	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038974|provirus_51783_78268	26486	Provirus	51783-78268	35	11	0.8606	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038883|provirus_38359_64844	26486	Provirus	38359-64844	35	11	0.8606	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038878|provirus_38359_64844	26486	Provirus	38359-64844	35	11	0.8606	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP039034|provirus_38359_64844	26486	Provirus	38359-64844	35	11	0.8606	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038944|provirus_38359_64844	26486	Provirus	38359-64844	35	11	0.8606	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038813|provirus_38358_64843	26486	Provirus	38358-64843	35	11	0.8606	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP039216|provirus_52996_79481	26486	Provirus	52996-79481	35	11	0.8606	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038939|provirus_38359_64844	26486	Provirus	38359-64844	35	11	0.8606	NA	14	23.1753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029340	28056	No terminal repeats	NA	30	11	0.8606	NA	2	10.8629	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP090497|provirus_51539_146502	94964	Provirus	51539-146502	135	11	0.8604	NA	0	20.58	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_008118	100918	No terminal repeats	NA	109	11	0.8602	NA	15	45.6331	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016915|provirus_3_52680	52678	Provirus	3-52680	60	11	0.8599	NA	9	39.448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045637	100916	No terminal repeats	NA	116	11	0.8591	NA	16	48.6454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104527|provirus_53378_80552	27175	Provirus	53378-80552	35	11	0.8583	NA	0	6.6617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038934|provirus_38359_65132	26774	Provirus	38359-65132	36	11	0.8582	NA	14	24.6222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP012100|provirus_424375_462456	38082	Provirus	424375-462456	40	11	0.858	NA	5	16.925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP123527	76652	No terminal repeats	NA	111	11	0.8574	NA	12	18.6532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009417|provirus_20_232169	232150	Provirus	20-232169	339	11	0.8571	NA	1	70.5655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058558|provirus_67176_116444	49269	Provirus	67176-116444	68	11	0.8566	NA	0	9.0653	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038617|provirus_2437_87036	84600	Provirus	2437-87036	107	11	0.8565	NA	11	9.7015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP043629	38021	No terminal repeats	NA	43	11	0.8564	NA	5	12.028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP047429|provirus_740_26292	25553	Provirus	740-26292	39	4	0.8539	NA	5	15.853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_010180|provirus_344999_417051	72053	Provirus	344999-417051	62	11	0.8537	NA	2	18.1678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP123525|provirus_25095_98417	73323	Provirus	25095-98417	97	11	0.8531	NA	21	28.5997	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP091883	16118	No terminal repeats	NA	14	11	0.8529	NA	0	4.6457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061184	18563	No terminal repeats	NA	38	11	0.8527	NA	0	2.8557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038615	85190	No terminal repeats	NA	123	11	0.8526	NA	13	33.3665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR134447|provirus_138634_160899	22266	Provirus	138634-160899	28	11	0.8516	NA	3	7.9675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP100427	79850	No terminal repeats	NA	95	11	0.8513	NA	2	26.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP096036	13649	No terminal repeats	NA	25	11	0.8499	NA	0	12.9922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_010418|provirus_190702_243486	52785	Provirus	190702-243486	65	11	0.8493	NA	2	11.1452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016381|provirus_270_94110	93841	Provirus	270-94110	111	11	0.849	NA	5	30.597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP072771	67348	No terminal repeats	NA	93	11	0.8477	NA	9	13.1308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014925|provirus_3_5144	5142	Provirus	3-5144	12	11	0.8475	NA	1	5.9808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP026564|provirus_22102_56913	34812	Provirus	22102-56913	61	11	0.8469	NA	4	13.5996	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP123563|provirus_49136_120779	71644	Provirus	49136-120779	107	11	0.8461	NA	20	28.8691	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP071075|provirus_81692_110530	28839	Provirus	81692-110530	31	11	0.8453	NA	1	2.8411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020936|provirus_5511_64747	59237	Provirus	5511-64747	69	11	0.8441	NA	0	21.2714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016597	71854	No terminal repeats	NA	90	11	0.8435	NA	9	8.5227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP072685	128275	No terminal repeats	NA	110	11	0.8427	NA	4	37.5577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033700	132950	No terminal repeats	NA	144	11	0.8421	NA	18	35.0446	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046927	32552	No terminal repeats	NA	30	11	0.8413	NA	0	5.581	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014925|provirus_17051_38124	21074	Provirus	17051-38124	31	11	0.8408	NA	0	8.183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104510|provirus_1_87098	87098	Provirus	1-87098	102	11	0.8406	NA	3	37.688	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP013139|provirus_652814_662832	10019	Provirus	652814-662832	14	11	0.8402	NA	1	9.5107	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
NZ_AP024857	67344	No terminal repeats	NA	77	11	0.8396	NA	3	29.3739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
