Genome ID	P-P type	MinGenes cutoff	MinGenes hits	Signature to all genes ratio	P-P score sum	P-P type score sum	Composition	Composition size	Tolerance to gaps	Composition hits	Genome size (bp)	Number of proteins
NZ_CP021940	pKpn	38	80	0.721	78.4	53.1	pKpn_Composition_9	83	2	83	112868	111
NZ_CP021945	pKpn	38	79	0.718	77.4	52.6	pKpn_Composition_9	83	2	82	112868	110
NZ_CP044030	pKpn	38	88	0.854	86.3	60.2	pKpn_Composition_10	89	2	88	105728	103
NZ_LR890544	pKpn	38	86	0.804	84.3	58.9	pKpn_Composition_26	88	2	86	111995	107
NZ_CP064210	pKpn	38	88	0.8	86.3	60.2	pKpn_Composition_10	89	2	88	111436	110
NZ_CP023984	pKpn	38	76	0.752	74.5	50	pKpn_Composition_89	82	2	81	111425	101
NZ_CP065165	pKpn	38	79	0.738	77.5	51.8	pKpn_Composition_90	86	2	85	114132	107
NZ_CP028997	pKpn	38	89	0.795	87.2	60.8	pKpn_Composition_10	89	2	89	109938	112
NZ_CP040026	pKpn	38	89	0.795	87.2	60.8	pKpn_Composition_10	89	2	89	109938	112
NZ_CP065450	pKpn	38	87	0.791	85.3	58.8	pKpn_Composition_10	89	2	87	109941	110
NZ_CP063217	pKpn	38	86	0.782	84.3	58	pKpn_Composition_17	88	2	86	111290	110
NZ_CP050338	pKpn	38	86	0.775	84.3	58.5	pKpn_Composition_60	86	2	86	110529	111
NZ_CP050344	pKpn	38	86	0.775	84.3	58.5	pKpn_Composition_60	86	2	86	110529	111
NZ_CP050350	pKpn	38	86	0.775	84.3	58.5	pKpn_Composition_60	86	2	86	110529	111
NZ_CP050356	pKpn	38	86	0.775	84.3	58.5	pKpn_Composition_60	86	2	86	110529	111
NZ_CP008931	pKpn	38	82	0.796	80.4	55.2	pKpn_Composition_21	87	2	86	111693	103
NZ_CP022128	pKpn	38	83	0.798	81.4	55.6	pKpn_Composition_10	89	2	87	111692	104
NZ_CP045677	pKpn	38	82	0.689	80.4	54.9	pKpn_Composition_26	88	2	86	128536	119
NZ_CP050365	pKpn	38	81	0.779	79.4	53.7	pKpn_Composition_21	87	2	85	115360	104
NZ_CP031791	pKpn	38	88	0.807	86.3	60.1	pKpn_Composition_10	89	2	88	109702	109
NZ_CP041929	pKpn	38	88	0.779	86.3	59.8	pKpn_Composition_10	89	2	88	110643	113
NZ_CP044034	pKpn	38	85	0.766	83.3	57.2	pKpn_Composition_34	86	2	86	114663	111
NZ_CP021714	pKpn	38	88	0.793	86.3	59.8	pKpn_Composition_10	89	2	88	106541	111
NZ_CP061398	pKpn	38	87	0.731	85.3	59.1	pKpn_Composition_10	89	2	87	121507	119
NZ_CP026165	pKpn	38	85	0.766	83.3	57.2	pKpn_Composition_34	86	2	86	111252	111
NZ_CP040597	pKpn	38	85	0.759	83.3	58.1	pKpn_Composition_86	86	2	86	111583	112
NZ_CP044046	pKpn	38	84	0.792	82.3	56.5	pKpn_Composition_15	86	2	84	109938	106
NZ_CP030268	pKpn	38	86	0.796	84.3	58.2	pKpn_Composition_10	89	2	87	111007	108
NZ_CP021962	pKpn	38	86	0.717	84.3	57.9	pKpn_Composition_10	89	2	87	132217	120
NZ_CP056303	pKpn	38	88	0.822	86.3	60.1	pKpn_Composition_10	89	2	88	108572	107
NZ_CP047636	pKpn	38	88	0.807	86.3	60.4	pKpn_Composition_10	89	2	88	109004	109
NZ_AP014953	pKpn	38	56	0.533	55	32.5	NA	NA	NA	NA	104259	105
NZ_CP036373	pKpn	38	88	0.793	86.3	59.8	pKpn_Composition_10	89	2	88	108291	111
NZ_CP063873	pKpn	38	86	0.775	84.3	58.8	pKpn_Composition_17	88	2	86	112160	111
NZ_LR890555	pKpn	38	87	0.784	85.3	59.1	pKpn_Composition_10	89	2	87	112133	111
NZ_CP059316	pKpn	38	85	0.78	83.3	57.3	pKpn_Composition_52	86	2	85	109568	109
NZ_CP027045	pKpn	38	86	0.761	84.3	58.3	pKpn_Composition_10	89	2	87	108879	113
NZ_CP032225	pKpn	38	86	0.761	84.3	58.3	pKpn_Composition_10	89	2	87	108879	113
NZ_CP028550	pKpn	38	81	0.723	79.4	53.8	pKpn_Composition_52	86	2	84	110186	112
NZ_CP064259	pKpn	38	82	0.237	80.3	55.2	pKpn_Composition_34	86	2	84	394328	346
NZ_CP064213	pKpn	38	81	0.757	79.4	54.2	pKpn_Composition_69	83	2	83	116596	107
NZ_CP056436	pKpn	38	87	0.806	85.3	58.9	pKpn_Composition_10	89	2	88	107037	108
NZ_CP056704	pKpn	38	68	0.63	66.7	40.9	pKpn_Composition_5	82	2	82	112125	108
NZ_CP024877	pKpn	38	83	0.769	81.4	55.6	pKpn_Composition_59	86	2	84	109720	108
NZ_CP036194	pKpn	38	82	0.781	80.4	55.7	pKpn_Composition_35	84	2	83	108957	105
NZ_CP063862	pKpn	38	84	0.771	82.3	56.9	pKpn_Composition_85	87	2	85	110270	109
NZ_CP063853	pKpn	38	84	0.771	82.3	56.9	pKpn_Composition_85	87	2	85	110270	109
NZ_CP041101	pKpn	38	84	0.771	82.4	57.2	pKpn_Composition_6	87	2	85	111334	109
NZ_CP034047	pKpn	38	80	0.741	78.5	53.4	pKpn_Composition_6	87	2	85	113143	108
NZ_CP024460	pKpn	38	84	0.724	82.4	56.5	pKpn_Composition_22	85	2	85	112745	116
NZ_LR890314	pKpn	38	81	0.681	79.4	53.7	pKpn_Composition_10	89	2	87	109877	119
NZ_AP023149	pKpn	38	79	0.705	77.5	52.5	pKpn_Composition_50	81	2	81	111317	112
NC_016838	pKpn	38	78	0.553	76.4	52.9	pKpn_Composition_87	85	2	84	122799	141
NZ_CP027153	pKpn	38	4	0.8	3.9	2.7	NA	NA	NA	NA	6547	5
NZ_CP040729	pKpn	38	77	0.713	75.4	51.2	pKpn_Composition_36	80	2	80	112707	108
NZ_CP011655	pKpn	38	44	0.338	43.2	21.2	pKpn_Composition_4	79	2	77	109688	130
NZ_CP032183	pKpn	38	48	0.343	47.1	24	pKpn_Composition_4	79	2	77	121983	140
NZ_CP056637	pKpn	38	43	0.344	42.2	20.9	NA	NA	NA	NA	118387	125
NZ_CP070546	pKpn	38	56	0.452	54.9	31.6	pKpn_Composition_4	79	2	77	109710	124
NZ_CP056401	pKpn	38	49	0.383	48	24.7	pKpn_Composition_4	79	2	77	119726	128
NZ_CP056343	pKpn	38	48	0.348	47.1	24	pKpn_Composition_4	79	2	77	122594	138
NZ_CP030078	pKpn	38	49	0.412	48.1	24.2	pKpn_Composition_3	78	2	76	108358	119
NZ_CP031722	pKpn	38	44	0.355	43.2	21.6	pKpn_Composition_1	76	2	75	114700	124
NZ_CP019891	pKpn	38	47	0.373	46.1	23	pKpn_Composition_1	76	2	76	112190	126
NZ_CP046272	pKpn	38	44	0.355	43.2	21.6	pKpn_Composition_1	76	2	75	114701	124
NZ_CP051133	pKpn	38	43	0.355	42.2	21	pKpn_Composition_1	76	2	74	108999	121
NZ_CP058165	pKpn	38	48	0.224	47.1	23.8	pKpn_Composition_1	76	2	76	206287	214
NZ_CP061745	pKpn	38	44	0.396	43.2	21.6	NA	NA	NA	NA	106755	111
NZ_CP047967	pKpn	38	45	0.378	44.1	22.4	NA	NA	NA	NA	110177	119
NZ_CP064658	pKpn	38	44	0.396	43.2	21.6	NA	NA	NA	NA	106771	111
NZ_CP034755	pKpn	38	48	0.3	47.1	23.8	pKpn_Composition_1	76	2	76	160216	160
NZ_AP019819	pKpn	38	48	0.366	47.1	23.8	pKpn_Composition_1	76	2	76	115150	131
NZ_AP022453	pKpn	38	47	0.376	46.1	23	pKpn_Composition_1	76	2	76	109813	125
NZ_CP014995	pKpn	38	47	0.388	46.1	23.4	pKpn_Composition_4	79	2	77	109917	121
NZ_CP033346	pKpn	38	47	0.388	46.1	23.4	pKpn_Composition_4	79	2	77	109917	121
NZ_CP042573	pKpn	38	46	0.362	45.1	21.9	pKpn_Composition_4	79	2	77	114054	127
NC_018843	pKpn	38	44	0.338	43.2	22	NA	NA	NA	NA	103299	130
NZ_CP044336	pKpn	38	41	0.318	40.2	19.9	NA	NA	NA	NA	126563	129
NZ_CP056836	pKpn	38	45	0.346	44.2	21.3	pKpn_Composition_1	76	2	74	119392	130
NZ_CP010244	pKpn	38	29	0.25	28.5	12.8	NA	NA	NA	NA	113250	116
NZ_CP033252	pKpn	38	29	0.264	28.5	13.3	NA	NA	NA	NA	110417	110
NZ_CP040928	pKpn	38	11	0.077	10.8	5.1	NA	NA	NA	NA	163111	142
NZ_CP041451	pKpn	38	22	0.198	21.6	9.2	NA	NA	NA	NA	114322	111
NZ_CP048417	pKpn	38	51	0.398	50	26.1	pKpn_Composition_1	76	2	75	110347	128
NZ_CP010144	pKpn	38	24	0.214	23.6	10.3	NA	NA	NA	NA	114159	112
NZ_CP010153	pKpn	38	24	0.214	23.6	10.3	NA	NA	NA	NA	114159	112
NZ_CP029247	pKpn	38	47	0.395	46.1	23	pKpn_Composition_3	78	2	76	108404	119
NZ_CP024909	pKpn	38	47	0.395	46.1	23	pKpn_Composition_3	78	2	76	108404	119
NZ_CP010386	pKpn	38	46	0.351	45.1	23.1	NA	NA	NA	NA	121660	131
NZ_CP056962	pKpn	38	31	0.287	30.5	14.1	NA	NA	NA	NA	106982	108
NZ_CP056969	pKpn	38	31	0.287	30.5	14.1	NA	NA	NA	NA	106982	108
NZ_CP057094	pKpn	38	31	0.287	30.5	14.1	NA	NA	NA	NA	106378	108
NZ_CP056422	pKpn	38	46	0.362	45.1	22.2	pKpn_Composition_1	76	2	75	112583	127
NZ_CP012254	pKpn	38	58	0.513	56.9	31.7	pKpn_Composition_3	78	2	78	110093	113
NZ_CP030187	pKpn	38	26	0.211	25.6	11.5	pKpn_Composition_4	79	2	78	106569	123
NZ_CP044180	pKpn	38	26	0.21	25.6	11.5	pKpn_Composition_4	79	2	78	106569	124
NZ_CP046008	pKpn	38	32	0.305	31.5	14.7	NA	NA	NA	NA	114129	105
NZ_CP057633	pKpn	38	52	0.413	51	27.2	pKpn_Composition_1	76	2	76	105909	126
NZ_CP057631	pKpn	38	52	0.413	51	27.2	pKpn_Composition_1	76	2	76	105909	126
NZ_CP014707	pKpn	38	21	0.186	20.6	9.2	NA	NA	NA	NA	101118	113
NZ_CP025467	pKpn	38	50	0.214	48.8	37.5	NA	NA	NA	NA	246557	234
NZ_CP056516	pKpn	38	49	0.239	48	25.2	NA	NA	NA	NA	216816	205
NZ_CP017724	pKpn	38	50	0.397	49.1	25	pKpn_Composition_4	79	2	77	106449	126
NZ_CP029929	pKpn	38	44	0.364	43.2	21	pKpn_Composition_1	76	2	75	106706	121
NZ_CP029951	pKpn	38	44	0.364	43.2	21	pKpn_Composition_1	76	2	75	106706	121
NZ_CP029865	pKpn	38	44	0.364	43.2	21	pKpn_Composition_1	76	2	74	106706	121
NZ_CP029867	pKpn	38	44	0.367	43.2	21	pKpn_Composition_1	76	2	75	106706	120
NZ_CP029898	pKpn	38	44	0.367	43.2	21	pKpn_Composition_1	76	2	74	106705	120
NZ_CP029889	pKpn	38	43	0.355	42.2	20.4	pKpn_Composition_1	76	2	74	106706	121
NZ_CP029891	pKpn	38	44	0.364	43.2	21	pKpn_Composition_1	76	2	74	106706	121
NZ_CP029893	pKpn	38	44	0.361	43.2	21	pKpn_Composition_1	76	2	75	106706	122
NZ_CP029901	pKpn	38	44	0.367	43.2	21	pKpn_Composition_1	76	2	75	106706	120
NZ_CP029876	pKpn	38	44	0.367	43.2	21	pKpn_Composition_1	76	2	74	106706	120
NZ_CP029916	pKpn	38	43	0.35	42.2	20.6	pKpn_Composition_1	76	2	74	106706	123
NZ_CP029921	pKpn	38	44	0.367	43.2	21	pKpn_Composition_1	76	2	75	106706	120
NZ_CP029884	pKpn	38	43	0.358	42.2	20.6	pKpn_Composition_1	76	2	74	106706	120
NZ_CP029847	pKpn	38	43	0.358	42.2	20.5	pKpn_Composition_1	76	2	74	106705	120
NZ_CP029961	pKpn	38	44	0.361	43.2	21	pKpn_Composition_1	76	2	75	106705	122
NZ_CP029849	pKpn	38	43	0.358	42.2	20.6	pKpn_Composition_1	76	2	74	106706	120
NZ_CP029851	pKpn	38	44	0.364	43.2	21	pKpn_Composition_1	76	2	75	106705	121
NZ_CP029857	pKpn	38	43	0.358	42.2	20.4	pKpn_Composition_1	76	2	74	106706	120
NZ_CP029859	pKpn	38	44	0.364	43.2	21	pKpn_Composition_1	76	2	75	106706	121
NZ_CP029647	pKpn	38	44	0.364	43.2	21	pKpn_Composition_1	76	2	74	106706	121
NC_003385	pKpn	38	43	0.355	42.2	20.6	pKpn_Composition_1	76	2	74	106516	121
NZ_CP009490	pKpn	38	30	0.341	29.5	13	NA	NA	NA	NA	96196	88
NZ_CP009702	pKpn	38	30	0.316	29.5	13	NA	NA	NA	NA	99285	95
NZ_CP009722	pKpn	38	30	0.323	29.5	13	NA	NA	NA	NA	96210	93
NZ_CP009784	pKpn	38	30	0.319	29.5	13	NA	NA	NA	NA	96921	94
NZ_CP009843	pKpn	38	10	0.213	9.8	4.8	NA	NA	NA	NA	53435	47
NZ_CP009989	pKpn	38	30	0.309	29.5	13	NA	NA	NA	NA	99286	97
NZ_CP016275	pKpn	38	30	0.323	29.5	13	NA	NA	NA	NA	96210	93
NZ_CP033692	pKpn	38	29	0.315	28.5	12.5	NA	NA	NA	NA	101615	92
NZ_CP033700	pKpn	38	30	0.288	29.5	13	NA	NA	NA	NA	132950	104
NZ_CP033694	pKpn	38	33	0.317	32.4	14.6	NA	NA	NA	NA	106990	104
NZ_CP045146	pKpn	38	30	0.3	29.5	13	NA	NA	NA	NA	100979	100
NZ_CP045150	pKpn	38	31	0.31	30.5	13.5	NA	NA	NA	NA	100984	100
NZ_CP045155	pKpn	38	30	0.303	29.5	13	NA	NA	NA	NA	99286	99
NZ_CP045164	pKpn	38	30	0.303	29.5	13	NA	NA	NA	NA	100989	99
NZ_CP045259	pKpn	38	31	0.307	30.5	13.5	NA	NA	NA	NA	100984	101
NZ_CP045637	pKpn	38	30	0.306	29.5	13	NA	NA	NA	NA	100916	98
NC_004838	pKpn	38	29	0.293	28.5	12.6	NA	NA	NA	NA	100990	99
NC_003134	pKpn	38	30	0.323	29.5	13	NA	NA	NA	NA	96210	93
NZ_CP009971	pKpn	38	30	0.323	29.5	13	NA	NA	NA	NA	96210	93
NC_005815	pKpn	38	33	0.317	32.4	14.6	NA	NA	NA	NA	106642	104
NC_008120	pKpn	38	29	0.326	28.5	12.6	NA	NA	NA	NA	96471	89
NZ_CP009904	pKpn	38	29	0.33	28.5	12.5	NA	NA	NA	NA	96473	88
NC_008118	pKpn	38	30	0.303	29.5	13	NA	NA	NA	NA	100918	99
NC_009378	pKpn	38	32	0.235	31.5	14	NA	NA	NA	NA	137010	136
NZ_CP009714	pKpn	38	32	0.239	31.5	14	NA	NA	NA	NA	136983	134
NC_017266	pKpn	38	30	0.306	29.5	13	NA	NA	NA	NA	99286	98
NC_017155	pKpn	38	29	0.319	28.5	12.5	NA	NA	NA	NA	94249	91
NC_014022	pKpn	38	30	0.326	29.5	13	NA	NA	NA	NA	94251	92
NZ_CP010248	pKpn	38	32	0.239	31.5	14	NA	NA	NA	NA	136889	134
NZ_CP010021	pKpn	38	33	0.317	32.4	14.6	NA	NA	NA	NA	106992	104
NC_017169	pKpn	38	30	0.323	29.5	13	NA	NA	NA	NA	96210	93
NZ_CP009841	pKpn	38	30	0.326	29.5	13	NA	NA	NA	NA	95328	92
NZ_CP045159	pKpn	38	30	0.297	29.5	13	NA	NA	NA	NA	101698	101
NZ_CP006790	pKpn	38	30	0.306	29.5	13	NA	NA	NA	NA	100984	98
NZ_CP006779	pKpn	38	32	0.235	31.5	14	NA	NA	NA	NA	137017	136
NZ_CP006760	pKpn	38	32	0.237	31.5	14	NA	NA	NA	NA	137017	135
NZ_CP006756	pKpn	38	32	0.239	31.5	14	NA	NA	NA	NA	137012	134
NZ_CP006752	pKpn	38	32	0.235	31.5	14	NA	NA	NA	NA	137727	136
NZ_CP006749	pKpn	38	31	0.228	30.5	13.4	NA	NA	NA	NA	140938	136
NZ_CP006746	pKpn	38	32	0.237	31.5	14	NA	NA	NA	NA	137017	135
NZ_CP040567	pKpn	38	46	0.38	45.2	22.4	pKpn_Composition_1	76	2	74	105670	121
NZ_CP053193	pKpn	38	44	0.373	43.2	21.1	pKpn_Composition_4	79	2	77	108277	118
NC_010158	pKpn	38	28	0.264	27.5	12	NA	NA	NA	NA	114570	106
NZ_CP009934	pKpn	38	28	0.318	27.5	12	NA	NA	NA	NA	95352	88
NZ_CP027149	pKpn	38	18	0.581	17.5	12.6	NA	NA	NA	NA	33772	31
NZ_CP029905	pKpn	38	43	0.355	42.2	20.5	pKpn_Composition_1	76	2	74	106706	121
NZ_CP033693	pKpn	38	24	0.267	23.6	10.1	NA	NA	NA	NA	113378	90
NZ_CP027108	pKpn	38	11	0.177	10.7	6.2	NA	NA	NA	NA	51588	62
NZ_CP022085	pKpn	38	16	0.131	15.7	6.9	NA	NA	NA	NA	109945	122
NC_018651	pKpn	38	16	0.133	15.7	6.9	NA	NA	NA	NA	109274	120
NZ_CP019013	pKpn	38	23	0.187	22.6	9.8	NA	NA	NA	NA	109057	123
NZ_CP024271	pKpn	38	16	0.157	15.8	6.3	NA	NA	NA	NA	103618	102
NZ_LR882992	pKpn	38	22	0.18	21.6	9.1	NA	NA	NA	NA	109318	122
NZ_CP022167	pKpn	38	22	0.196	21.6	9.1	NA	NA	NA	NA	113428	112
NZ_CP025870	pKpn	38	21	0.206	20.7	8.8	NA	NA	NA	NA	100470	102
NZ_CP025868	pKpn	38	21	0.208	20.7	8.8	NA	NA	NA	NA	100473	101
NZ_CP025883	pKpn	38	21	0.206	20.7	8.8	NA	NA	NA	NA	100473	102
NZ_CP025894	pKpn	38	21	0.208	20.7	8.8	NA	NA	NA	NA	100473	101
NZ_CP050499	pKpn	38	20	0.263	19.7	8.4	NA	NA	NA	NA	76269	76
NZ_CP062914	pKpn	38	21	0.178	20.7	8.7	NA	NA	NA	NA	120310	118
NZ_CP070908	pKpn	38	18	0.158	17.7	7.4	NA	NA	NA	NA	111012	114
NZ_CP031136	pKpn	38	23	0.202	22.6	9.9	NA	NA	NA	NA	109442	114
NZ_CP041423	pKpn	38	22	0.188	21.6	9.4	NA	NA	NA	NA	110902	117
NZ_CP062814	pKpn	38	20	0.174	19.7	8.3	NA	NA	NA	NA	114826	115
NZ_CP061757	pKpn	38	23	0.195	22.6	9.6	NA	NA	NA	NA	112745	118
NZ_CP023851	pKpn	38	23	0.187	22.6	9.8	NA	NA	NA	NA	110452	123
NZ_CP031294	pKpn	38	22	0.191	21.6	9.1	NA	NA	NA	NA	110686	115
NZ_CP029421	pKpn	38	21	0.212	20.7	8.7	NA	NA	NA	NA	101340	99
NZ_CP020118	pKpn	38	22	0.202	21.6	9.1	NA	NA	NA	NA	111212	109
NZ_CP019354	pKpn	38	22	0.193	21.6	9.1	NA	NA	NA	NA	107661	114
NZ_CP027358	pKpn	38	22	0.193	21.6	9.3	NA	NA	NA	NA	110001	114
NZ_CP019002	pKpn	38	27	0.245	26.6	13.6	NA	NA	NA	NA	112917	110
NZ_CP019283	pKpn	38	27	0.218	26.5	13.5	NA	NA	NA	NA	128323	124
NZ_CP045278	pKpn	38	23	0.19	22.6	9.6	NA	NA	NA	NA	111694	121
NZ_LR890608	pKpn	38	24	0.197	23.6	10.3	NA	NA	NA	NA	115278	122
NZ_CP070135	pKpn	38	23	0.192	22.6	9.9	NA	NA	NA	NA	108185	120
NZ_CP058356	pKpn	38	22	0.196	21.6	9.3	NA	NA	NA	NA	112466	112
NZ_CP015915	pKpn	38	24	0.211	23.6	10.3	NA	NA	NA	NA	114472	114
NZ_CP058309	pKpn	38	21	0.189	20.7	8.7	NA	NA	NA	NA	109907	111
NZ_CP048306	pKpn	38	19	0.154	18.7	7.9	NA	NA	NA	NA	110182	123
NZ_CP014490	pKpn	38	22	0.191	21.6	9.4	NA	NA	NA	NA	109910	115
NZ_CP028433	pKpn	38	20	0.167	19.7	8.4	NA	NA	NA	NA	120253	120
NZ_AP022542	pKpn	38	21	0.171	20.7	8.7	NA	NA	NA	NA	113269	123
NZ_AP017612	pKpn	38	22	0.183	21.6	9.4	NA	NA	NA	NA	108986	120
NZ_CP062852	pKpn	38	26	0.245	25.6	12.4	NA	NA	NA	NA	107422	106
NZ_CP062854	pKpn	38	26	0.245	25.6	12.4	NA	NA	NA	NA	107422	106
NZ_CP017847	pKpn	38	21	0.181	20.7	8.7	NA	NA	NA	NA	113343	116
NZ_CP019027	pKpn	38	22	0.183	21.6	9.4	NA	NA	NA	NA	109344	120
NZ_AP022089	pKpn	38	23	0.189	22.6	9.8	NA	NA	NA	NA	110167	122
NZ_CP027369	pKpn	38	16	0.134	15.7	7	NA	NA	NA	NA	109641	119
NZ_CP041426	pKpn	38	22	0.193	21.6	9.4	NA	NA	NA	NA	114158	114
NZ_CP061531	pKpn	38	22	0.196	21.6	9.1	NA	NA	NA	NA	108197	112
NZ_CP053233	pKpn	38	20	0.172	19.7	8.4	NA	NA	NA	NA	112229	116
NZ_CP033097	pKpn	38	26	0.23	25.6	11.8	NA	NA	NA	NA	113610	113
NZ_CP057658	pKpn	38	21	0.176	20.7	8.5	NA	NA	NA	NA	110777	119
NZ_CP070074	pKpn	38	21	0.169	20.7	8.7	NA	NA	NA	NA	115209	124
NZ_AP023193	pKpn	38	20	0.167	19.7	8.3	NA	NA	NA	NA	112963	120
NZ_AP023200	pKpn	38	20	0.168	19.7	8.3	NA	NA	NA	NA	112965	119
NZ_CP045191	pKpn	38	23	0.205	22.6	9.7	NA	NA	NA	NA	113072	112
NZ_CP017663	pKpn	38	10	0.078	9.9	4	pKpn_Composition_4	79	2	78	109007	128
NZ_CP024264	pKpn	38	8	0.099	7.8	3.8	NA	NA	NA	NA	72060	81
NZ_CP034165	pKpn	38	4	0.063	3.9	1.9	NA	NA	NA	NA	63807	63
NZ_CP012492	pKpn	38	1	0.03	1	0.7	NA	NA	NA	NA	34714	33
NZ_CP027147	pKpn	38	5	0.833	4.9	3.2	NA	NA	NA	NA	4223	6
NZ_CP009490	pMT1	50	88	1	86.5	76.1	pMT1_Composition_16	92	6	88	96196	88
NZ_CP009722	pMT1	50	91	0.978	88.4	78	pMT1_Composition_16	92	6	91	96210	93
NZ_CP009784	pMT1	50	91	0.968	88.4	78	pMT1_Composition_16	92	6	91	96921	94
NZ_CP009989	pMT1	50	88	0.907	85.4	75.7	pMT1_Composition_16	92	6	88	99286	97
NZ_CP016275	pMT1	50	91	0.978	88.4	78	pMT1_Composition_16	92	6	91	96210	93
NZ_CP033693	pMT1	50	74	0.822	71.4	62.3	pMT1_Composition_8	74	6	74	113378	90
NZ_CP033700	pMT1	50	87	0.837	84.4	74.6	pMT1_Composition_16	92	6	87	132950	104
NZ_CP033694	pMT1	50	88	0.846	85.4	75	pMT1_Composition_16	92	6	89	106990	104
NZ_CP045146	pMT1	50	91	0.91	88.4	78	pMT1_Composition_16	92	6	91	100979	100
NZ_CP045150	pMT1	50	91	0.91	88.4	78	pMT1_Composition_16	92	6	91	100984	100
NZ_CP045155	pMT1	50	89	0.899	86.4	76.7	pMT1_Composition_16	92	6	89	99286	99
NZ_CP045164	pMT1	50	90	0.909	87.4	77.7	pMT1_Composition_16	92	6	90	100989	99
NZ_CP045259	pMT1	50	92	0.911	89.4	79	pMT1_Composition_16	92	6	92	100984	101
NZ_CP045637	pMT1	50	89	0.908	86.4	77.8	pMT1_Composition_16	92	6	89	100916	98
NC_004838	pMT1	50	90	0.909	87.4	77.7	pMT1_Composition_16	92	6	90	100990	99
NC_003134	pMT1	50	91	0.978	88.4	78	pMT1_Composition_16	92	6	91	96210	93
NZ_CP009971	pMT1	50	91	0.978	88.4	78	pMT1_Composition_16	92	6	91	96210	93
NC_005815	pMT1	50	89	0.856	86.4	76	pMT1_Composition_16	92	6	90	106642	104
NC_010158	pMT1	50	84	0.792	81.4	72.1	pMT1_Composition_22	84	6	84	114570	106
NZ_CP009934	pMT1	50	84	0.955	81.4	72.1	pMT1_Composition_22	84	6	84	95352	88
NC_008120	pMT1	50	86	0.966	83.4	73.6	pMT1_Composition_16	92	6	86	96471	89
NZ_CP009904	pMT1	50	85	0.966	82.4	73.2	pMT1_Composition_10	87	6	85	96473	88
NC_008118	pMT1	50	90	0.909	87.4	78.2	pMT1_Composition_16	92	6	90	100918	99
NC_017266	pMT1	50	89	0.908	86.4	76.7	pMT1_Composition_16	92	6	89	99286	98
NC_017155	pMT1	50	91	1	88.4	78	pMT1_Composition_16	92	6	91	94249	91
NC_014022	pMT1	50	92	1	89.4	79	pMT1_Composition_16	92	6	92	94251	92
NZ_CP010021	pMT1	50	89	0.856	86.4	76	pMT1_Composition_16	92	6	90	106992	104
NC_017169	pMT1	50	91	0.978	88.4	78	pMT1_Composition_16	92	6	91	96210	93
NZ_CP009841	pMT1	50	91	0.989	88.4	78	pMT1_Composition_16	92	6	91	95328	92
NZ_CP045159	pMT1	50	91	0.901	88.4	78.7	pMT1_Composition_16	92	6	91	101698	101
NZ_CP006790	pMT1	50	91	0.929	88.4	78.7	pMT1_Composition_16	92	6	91	100984	98
NC_009378	pMT1	50	91	0.669	88.4	78	pMT1_Composition_16	92	6	91	137010	136
NZ_CP009714	pMT1	50	89	0.664	88.2	77.8	pMT1_Composition_16	92	6	89	136983	134
NZ_CP010248	pMT1	50	90	0.672	87.4	77	pMT1_Composition_16	92	6	91	136889	134
NZ_CP006779	pMT1	50	91	0.669	88.4	78	pMT1_Composition_16	92	6	91	137017	136
NZ_CP006760	pMT1	50	91	0.674	88.4	78	pMT1_Composition_16	92	6	91	137017	135
NZ_CP006756	pMT1	50	90	0.672	87.4	77	pMT1_Composition_16	92	6	90	137012	134
NZ_CP006752	pMT1	50	90	0.662	87.4	77	pMT1_Composition_16	92	6	90	137727	136
NZ_CP006749	pMT1	50	91	0.669	88.4	78	pMT1_Composition_16	92	6	91	140938	136
NZ_CP006746	pMT1	50	91	0.674	88.4	78	pMT1_Composition_16	92	6	91	137017	135
NZ_CP009702	pMT1	50	87	0.916	84.4	74.7	pMT1_Composition_16	92	6	87	99285	95
NZ_CP009843	pMT1	50	47	1	46.2	43.2	pMT1_Composition_5	47	6	47	53435	47
NZ_CP033692	pMT1	50	77	0.837	74.6	65.5	pMT1_Composition_9	77	6	77	101615	92
NZ_CP011655	pMT1	50	18	0.138	18	8.2	NA	NA	NA	NA	109688	130
NZ_CP032183	pMT1	50	16	0.114	16	6.9	NA	NA	NA	NA	121983	140
NZ_CP048417	pMT1	50	18	0.141	18	8.4	NA	NA	NA	NA	110347	128
NZ_CP056516	pMT1	50	18	0.088	18	7.9	NA	NA	NA	NA	216816	205
NZ_CP070546	pMT1	50	13	0.105	13	5.5	NA	NA	NA	NA	109710	124
NZ_CP056836	pMT1	50	16	0.123	16	7	NA	NA	NA	NA	119392	130
NZ_CP056422	pMT1	50	17	0.134	17	7.9	NA	NA	NA	NA	112583	127
NZ_CP056401	pMT1	50	17	0.133	17	7.9	NA	NA	NA	NA	119726	128
NZ_CP056343	pMT1	50	16	0.116	16	6.9	NA	NA	NA	NA	122594	138
NZ_CP030078	pMT1	50	18	0.151	18	8.2	NA	NA	NA	NA	108358	119
NZ_CP019891	pMT1	50	16	0.127	16	6.9	NA	NA	NA	NA	112190	126
NZ_CP042573	pMT1	50	18	0.142	18	8.7	NA	NA	NA	NA	114054	127
NZ_CP044336	pMT1	50	11	0.085	11	4.9	NA	NA	NA	NA	126563	129
NZ_CP053193	pMT1	50	15	0.127	15	6.2	NA	NA	NA	NA	108277	118
NZ_CP058165	pMT1	50	16	0.075	16	6.9	NA	NA	NA	NA	206287	214
