seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
NZ_CP118441	202956	No terminal repeats	220	11	0.9883	NA	13	10.7268	MOBH;G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc12;G_tfc13;G_tfc14;virb4;G_tfc23;G_tfc22;G_tfc19;G_tfc19	NF000088;NF012178;NF000270;NF012147;NF000005
NZ_CP017942	533425	No terminal repeats	518	11	0.9883	NA	2	36.5915	T_virB9	NF033105;NF000496
NZ_CP032438	50159	No terminal repeats	55	11	0.9883	NA	1	5.7967	NA	NA
NZ_CP097120	41034	No terminal repeats	38	11	0.9883	NA	3	10.014	MOBP2	NA
NZ_CP068629	83353	No terminal repeats	89	11	0.9883	NA	7	24.7479	T_virB1;F_traG;F_traH;F_traF	NF033144
NZ_CP066271	98897	No terminal repeats	99	11	0.9883	NA	6	35.7825	T_virB1;T_virB6;MOBP1	NA
NZ_CP104299	72233	No terminal repeats	98	11	0.9883	NA	15	30.8302	F_traL;F_traE;F_traK;F_traB;F_traV;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG	NA
NZ_CP095478	14369	DTR	20	11	0.9883	NA	0	6.8907	NA	NA
NZ_CP072958	2811	No terminal repeats	2	11	0.9883	NA	1	1.2565	MOBV	NA
NZ_CP018727	47184	No terminal repeats	59	11	0.9883	NA	11	20.6959	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB2;I_traV	NA
NZ_CP091598	117234	No terminal repeats	127	11	0.9883	NA	7	29.4602	I_traW;I_traY;I_trbA;I_traI;I_traM;I_traN;traU	NF000052;NF012171
NC_011148	37978	No terminal repeats	51	11	0.9883	NA	7	20.4431	T_virB9;T_virB8;T_virB5;T_virB1;T_virB6;MOBP1	NA
NZ_CP032539	49781	No terminal repeats	49	11	0.9883	NA	2	6.6325	MOBC	NA
NZ_CP085146	247035	No terminal repeats	219	11	0.9883	NA	1	12.3116	NA	NA
NZ_CP031091	24478	No terminal repeats	26	4	0.9883	NA	0	3.5701	NA	NA
NZ_CP100180	88624	No terminal repeats	93	11	0.9883	NA	1	37.0634	NA	NF012178
NZ_CP068225	4273	No terminal repeats	4	11	0.9883	NA	0	2.0424	NA	NF012176
NZ_CP104137	772646	No terminal repeats	809	11	0.9883	NA	3	105.0722	NA	NF033103;NF000237;NF000406
NZ_CP096756	71044	No terminal repeats	96	11	0.9883	NA	15	29.5522	F_traL;F_traE;F_traK;F_traB;F_traV;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG	NA
NZ_CP064271	167463	No terminal repeats	184	11	0.9883	NA	2	43.4799	MOBP2	NF000456;NF000145;NF000496
NZ_CP076001	58584	No terminal repeats	56	11	0.9883	NA	2	12.7801	MOBP2	NA
NZ_CP070848	25409	No terminal repeats	27	11	0.9883	NA	1	7.1025	NA	NA
NZ_CP015314	68504	No terminal repeats	79	11	0.9883	NA	2	24.5455	MOBP3	NA
NZ_CP118678	496468	No terminal repeats	595	11	0.9883	NA	7	35.8731	T_virB11;t4cp1;virb4;T_virB1;I_traV	NF000225;NF012174;NF040806;NF012174;NF000225;NF012174;NF000052;NF012171
NZ_CP069577	3071	No terminal repeats	5	11	0.9883	NA	0	1.7117	NA	NA
NZ_CP035141	42212	No terminal repeats	62	11	0.9883	NA	0	2.2372	NA	NA
NZ_AP024214	29125	No terminal repeats	41	11	0.9883	NA	4	12.6928	MOBP1	NA
NZ_CP116318	457481	No terminal repeats	413	11	0.9883	NA	6	123.4685	T_virB11;MOBP2;T_virB11	NF000051;NF012212
NZ_CP010404	2473	No terminal repeats	2	11	0.9883	NA	1	1.7936	NA	NA
NZ_CP010582	51723	No terminal repeats	35	11	0.9883	NA	0	4.6205	NA	NA
NZ_CP116577	36331	No terminal repeats	37	11	0.9883	NA	1	3.0564	NA	NF012176
NZ_CP102965	5529	DTR	5	11	0.9883	NA	2	1.8745	NA	NA
NZ_CP104933	84301	No terminal repeats	104	11	0.9883	NA	3	27.731	NA	NA
NZ_CP071404	258762	No terminal repeats	226	11	0.9883	NA	1	16.9831	NA	NF000005;NF000005
NZ_CP071624	220006	No terminal repeats	215	11	0.9883	NA	1	36.3872	NA	NF000493;NF000469;NF033105;NF033135
NZ_CP065409	94278	No terminal repeats	96	11	0.9883	NA	1	31.4109	NA	NF000402
NZ_CP084929	2898	No terminal repeats	3	11	0.9883	NA	1	0.9293	NA	NA
NZ_CP028723	40269	No terminal repeats	40	11	0.9882	NA	1	3.0564	NA	NF012176
NZ_CP074533	3511	No terminal repeats	6	11	0.9882	NA	1	1.4225	NA	NA
NZ_OW968349	2815	No terminal repeats	4	11	0.9882	NA	0	1.1886	NA	NA
NZ_CP113835	49275	No terminal repeats	50	11	0.9882	NA	2	15.7641	FATA_prgIc;FATA_prgL	NA
NZ_CP072722	99040	No terminal repeats	116	11	0.9882	NA	3	18.7985	NA	NF033115
NZ_CP061819	99040	No terminal repeats	116	11	0.9882	NA	3	18.7985	NA	NF033115
NZ_CP072733	99040	No terminal repeats	116	11	0.9882	NA	3	18.7985	NA	NF033115
NZ_CP061384	1934	No terminal repeats	1	11	0.9882	NA	1	0.9293	NA	NA
NZ_CP066998	36133	No terminal repeats	48	11	0.9882	NA	10	16.7328	T_virB2;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10;I_traV	NA
NZ_CP021050	109883	No terminal repeats	115	11	0.9882	NA	1	21.6706	NA	NF033476;NF033135
NZ_CP021043	109883	No terminal repeats	115	11	0.9882	NA	1	21.6706	NA	NF033476;NF033135
NC_011366	501946	No terminal repeats	459	11	0.9882	NA	3	107.1643	T_virB11;T_virB11	NF033135;NF000496
NZ_OU015351	156551	No terminal repeats	184	11	0.9882	NA	0	32.0156	NA	NF033693
NZ_CP018844	9323	No terminal repeats	14	11	0.9882	NA	1	3.374	NA	NA
NZ_CP030355	188672	No terminal repeats	202	11	0.9882	NA	0	23.8897	NA	NF000005
NZ_CP101381	3136	No terminal repeats	3	11	0.9882	NA	1	1.4894	MOBQ	NA
NZ_CP095114	4468	DTR	5	11	0.9882	NA	0	2.0424	NA	NF012176
NZ_CP015203	694228	No terminal repeats	815	11	0.9882	NA	2	130.8838	NA	NF033134;NF000025;NF012174;NF033105;NF033476;NF033145
NZ_CP065549	198774	No terminal repeats	214	11	0.9882	NA	2	51.318600000000004	MOBP2	NA
NZ_CP054695	120515	No terminal repeats	114	11	0.9882	NA	4	14.1395	MOBP1;t4cp1;C_alr7212	NA
NZ_CP028256	37364	No terminal repeats	54	11	0.9882	NA	0	0.4935	NA	NA
NZ_CP104652	185297	No terminal repeats	194	11	0.9882	NA	0	39.0777	NA	NF000272
NZ_CP006372	57210	No terminal repeats	59	11	0.9882	NA	0	11.5084	NA	NA
NZ_LT960787	11156	No terminal repeats	9	11	0.9882	NA	0	2.7441	NA	NA
NZ_CP068138	2473	No terminal repeats	2	11	0.9882	NA	1	1.7936	NA	NA
NZ_CP011143	1552	No terminal repeats	2	11	0.9882	NA	1	0.9943	NA	NA
NZ_CP064425	203164	No terminal repeats	241	11	0.9882	NA	2	52.5055	MOBP2	NA
NZ_CP121115	612909	No terminal repeats	568	11	0.9882	NA	0	53.0749	NA	NF033476;NF033135;NF000496;NF000469
NZ_CP068076	4846	No terminal repeats	4	11	0.9882	NA	0	2.0424	NA	NF012176
NZ_CP076452	64075	No terminal repeats	78	11	0.9882	NA	2	24.7451	T_virB11;MOBP2	NA
NZ_CP070354	833710	No terminal repeats	755	11	0.9882	NA	2	75.0371	NA	NF000496;NF033135;NF000095;NF000088;NF000272;NF000262;NF000025;NF033135;NF000469;NF000088
NZ_CP085436	101219	No terminal repeats	94	11	0.9882	NA	2	23.6243	MOBP2	NF033088
NZ_LK021128	66798	No terminal repeats	67	11	0.9882	NA	0	18.426	NA	NA
NC_008496	37367	No terminal repeats	52	11	0.9882	NA	0	0.4935	NA	NA
NZ_CP054842	175731	No terminal repeats	187	11	0.9882	NA	7	47.3241	virb4;T_virB5;T_virB6;T_virB9;T_virB10;T_virB11	NF033135;NF000496
NZ_CP054447	4439	No terminal repeats	4	11	0.9882	NA	0	2.0424	NA	NF012176
NZ_CP055207	3139	No terminal repeats	3	11	0.9882	NA	1	1.4894	MOBQ	NA
NZ_CP104485	82631	No terminal repeats	103	11	0.9882	NA	2	1.5591	MOBH	NF000119;NF012174
NZ_CP032858	143743	No terminal repeats	169	11	0.9882	NA	0	5.0096	NA	NF000145
NZ_AP024213	34883	No terminal repeats	29	11	0.9882	NA	2	7.0155	NA	NA
NZ_CP092580	9329	No terminal repeats	10	11	0.9882	NA	1	2.6256	NA	NA
NC_006362	184026	No terminal repeats	185	11	0.9882	NA	6	63.7615	MOBP1	NF033134;NF012174;NF033134;NF033134
NZ_CP087842	32570	No terminal repeats	33	11	0.9882	NA	8	9.2996	T_virB11;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB1	NA
NZ_CP071634	492934	No terminal repeats	469	11	0.9882	NA	2	94.5706	T_virB11;T_virB11	NA
NZ_CP015585	265182	No terminal repeats	275	11	0.9882	NA	11	70.8909	I_trbA;I_traK;I_traI;traU;I_traN;I_traM;I_traW;I_traY	NF000095;NF000493
NZ_AP022971	324353	No terminal repeats	317	11	0.9882	NA	3	101.3397	T_virB11	NF012212
NZ_CP077905	33201	No terminal repeats	41	11	0.9882	NA	2	3.752	NA	NA
NZ_AP024302	102370	No terminal repeats	115	11	0.9882	NA	1	19.3671	NA	NA
NZ_CP069359	456043	No terminal repeats	460	11	0.9882	NA	4	45.2094	MOBP1	NF000496;NF000237;NF000406;NF012171
NZ_CP068014	231165	No terminal repeats	223	11	0.9882	NA	6	54.1219	MOBP1	NA
NZ_CP019989	287502	No terminal repeats	328	11	0.9882	NA	4	52.0543	NA	NF033115;NF033115
NZ_CP009703	68549	No terminal repeats	94	11	0.9882	NA	2	34.4003	NA	NA
NZ_CP104142	253084	No terminal repeats	221	11	0.9882	NA	2	9.1884	NA	NF000005;NF000493;NF000027
NZ_CP047819	2477	No terminal repeats	4	11	0.9882	NA	1	1.7936	NA	NA
NZ_CP047441	40329	No terminal repeats	35	4	0.9882	NA	0	10.271	NA	NA
NZ_CP035297	22856	No terminal repeats	26	11	0.9882	NA	1	5.9113	NA	NA
NZ_CP021126	482471	No terminal repeats	461	11	0.9882	NA	2	100.1167	NA	NA
NZ_AP022566	304163	No terminal repeats	343	11	0.9882	NA	2	48.9318	NA	NA
NZ_CP010898	100282	No terminal repeats	113	11	0.9882	NA	9	29.5005	virb4;T_virB5;T_virB6;T_virB9;T_virB10;T_virB11;T_virB1	NA
NC_003270	40340	No terminal repeats	32	11	0.9882	NA	3	11.8964	NA	NA
NZ_OU659151	153987	No terminal repeats	122	11	0.9882	NA	1	53.4582	NA	NA
NZ_CP044461	14098	No terminal repeats	20	11	0.9882	NA	0	6.2888	NA	NA
NZ_CP017569	64141	No terminal repeats	70	11	0.9882	NA	1	15.5106	NA	NA
NC_009426	184462	No terminal repeats	188	11	0.9882	NA	15	73.173	F_traG;F_traH;F_traF;F_trbC;F_trbC;F_traU;F_traW;F_traK;F_traE;F_traL	NA
NZ_CP083091	67658	No terminal repeats	63	11	0.9882	NA	2	24.6079	MOBC;FA_orf13	NA
NZ_CP081288	50754	No terminal repeats	68	11	0.9882	NA	10	29.9988	T_virB1;T_virB3;virb4;T_virB6;T_virB8;T_virB9;I_traV;MOBP1	NA
NZ_LN831028	11934	No terminal repeats	14	11	0.9882	NA	0	0	NA	NA
NZ_CP071779	4875	No terminal repeats	6	11	0.9882	NA	1	1.1338	NA	NA
NZ_CP092389	133343	No terminal repeats	137	11	0.9882	NA	2	31.8457	MOBP2	NF000493
NZ_CP083562	25673	No terminal repeats	24	11	0.9882	NA	3	4.0737	MOBP1	NA
NZ_CP062466	59392	No terminal repeats	100	11	0.9882	NA	0	2.5605	NA	NF040806;NF040806;NF040806
NZ_CP017997	46788	No terminal repeats	55	11	0.9882	NA	1	3.7613	NA	NA
NZ_AP024317	3909	No terminal repeats	6	11	0.9882	NA	0	1.7183	NA	NA
NZ_CP022265	52486	No terminal repeats	61	11	0.9882	NA	11	24.5639	T_virB8;T_virB9;MOBP1;T_virB2;T_virB3;virb4;T_virB5;T_virB6	NA
NZ_CP097155	201406	No terminal repeats	217	11	0.9882	NA	1	7.4722	I_traE	NA
NZ_CP063786	214777	No terminal repeats	206	11	0.9882	NA	5	9.4118	MOBP1;C_alr7204;C_alr7205;virb4;C_alr7207;C_alr7208;C_alr7209;C_alr7210;C_alr7211;C_alr7212;t4cp1	NF012178;NF000272
NZ_CP073299	114322	No terminal repeats	124	11	0.9882	NA	0	14.2792	NA	NF033088;NF033105
NZ_CP107538	6272	No terminal repeats	9	11	0.9882	NA	0	0.3173	NA	NA
NC_015583	1161602	No terminal repeats	1011	11	0.9882	NA	1	128.7244	T_virB11	NF000469;NF000469;NF033135;NF033105;NF000025;NF033134;NF033135;NF000496;NF033135;NF033105;NF012174;NF033135;NF012174;NF000496;NF000496
NZ_CP012967	18186	No terminal repeats	22	11	0.9882	NA	0	1.2223	NA	NA
NZ_CP087853	32550	No terminal repeats	34	11	0.9882	NA	8	9.2996	T_virB11;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB1	NA
NZ_CP117882	1327038	No terminal repeats	1117	11	0.9882	NA	15	105.8482	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_trbC;F_traH	NF012174;NF033117;NF033135;NF033145;NF012174;NF033135;NF000496;NF000496;NF033135;NF000496;NF000469;NF012174;NF033135;NF033135;NF000493;NF033088;NF000272;NF000469;NF012174;NF033135;NF033476
NZ_CP083104	82567	No terminal repeats	103	11	0.9882	NA	1	12.2603	FATA_trsL;T_virB11	NA
NZ_CP120979	325408	No terminal repeats	395	11	0.9882	NA	18	65.3353	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traF;F_traH;F_traG;T_virB1	NF012147;NF040806;NF000225;NF012147;NF000051;NF000496;NF033144;NF000225;NF000107;NF033135
NZ_CP120971	325408	No terminal repeats	395	11	0.9882	NA	18	65.3353	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traF;F_traH;F_traG;T_virB1	NF012147;NF040806;NF000225;NF012147;NF000051;NF000496;NF033144;NF000225;NF000107;NF033135
NZ_CP119346	2991	No terminal repeats	3	11	0.9882	NA	1	0.9372	NA	NA
NZ_CP072114	41798	No terminal repeats	47	11	0.9882	NA	4	16.1019	MOBP1	NA
NZ_CP065197	2990	No terminal repeats	3	11	0.9882	NA	1	0.9293	NA	NA
NZ_CP044126	1609137	No terminal repeats	1530	11	0.9882	NA	3	192.1666	T_virB9;T_virB9	NF033087;NF000469;NF033135;NF033135;NF033156;NF000496;NF000496
NZ_AP023400	80071	No terminal repeats	105	11	0.9882	NA	12	20.2532	F_traH;F_trbC;F_traU;F_traW;F_trbC;virb4;F_traV;F_traK;F_traL	NF000225
NZ_CP094735	4565	No terminal repeats	5	11	0.9882	NA	0	2.0424	NA	NF012176
NZ_CP072992	138781	No terminal repeats	127	11	0.9882	NA	0	12.0953	NA	NA
NZ_CP070250	211634	No terminal repeats	224	11	0.9882	NA	1	49.0577	NA	NF012178
NZ_CP045630	188425	No terminal repeats	162	11	0.9882	NA	7	20.1075	MOBP1;T_virB11;T_virB10;T_virB9;T_virB8;T_virB6	NA
NZ_CP027128	1565	No terminal repeats	3	11	0.9882	NA	1	0.9943	NA	NA
NZ_OU659114	170656	No terminal repeats	165	11	0.9882	NA	14	68.807	T_virB11;F_traF;F_traE;F_traB;F_traV;virb4;F_traU;F_traN;F_traF;F_traH	NA
NZ_CP123564	135571	No terminal repeats	135	11	0.9882	NA	17	41.3863	F_traF;F_traH;F_traG;F_trbC;MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW	NA
NZ_CP096736	77540	No terminal repeats	103	11	0.9882	NA	15	27.7619	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG	NF040806
NZ_CP117405	107451	No terminal repeats	114	11	0.9882	NA	2	25.2512	FATA_prgIc;FATA_prgL	NA
NZ_CP023066	124845	No terminal repeats	116	11	0.9882	NA	10	39.4036	I_traI;I_traY;I_traW;traU;traU;I_traQ;I_traM;I_traN;I_traK	NA
NZ_CP054835	2276	No terminal repeats	2	11	0.9882	NA	1	0.9293	NA	NA
NZ_CP077901	39719	No terminal repeats	41	11	0.9882	NA	3	7.6762	NA	NA
NZ_CP121499	18310	No terminal repeats	21	11	0.9882	NA	1	7.1973	NA	NF012176
NZ_CP071620	458357	No terminal repeats	437	11	0.9882	NA	2	92.6861	T_virB11	NF012174
NZ_CP079952	19644	No terminal repeats	24	11	0.9882	NA	0	2.1696	NA	NA
NZ_CP036354	5221	No terminal repeats	5	11	0.9882	NA	0	1.3266	NA	NA
NZ_CP054034	285018	No terminal repeats	266	11	0.9882	NA	1	18.2703	NA	NF000493;NF000005;NF033135;NF000493
NZ_CP064882	175341	No terminal repeats	151	11	0.9882	NA	5	17.9008	MOBP1	NA
NZ_CP104674	1123	No terminal repeats	1	11	0.9882	NA	1	0.9943	NA	NA
NZ_CP029393	4700	No terminal repeats	4	11	0.9882	NA	1	1.2389	NA	NA
NZ_CP092910	3011	No terminal repeats	6	4	0.9882	NA	0	1.2611	NA	NA
NZ_CP015454	26589	No terminal repeats	30	11	0.9882	NA	1	13.5619	NA	NA
NZ_CP051519	51649	No terminal repeats	58	11	0.9882	NA	1	6.1644	NA	NA
NZ_CP086537	3727	No terminal repeats	6	11	0.9882	NA	0	1.7117	NA	NA
NZ_CP081073	94617	No terminal repeats	91	11	0.9882	NA	1	7.7175	NA	NA
NZ_CP029209	857937	No terminal repeats	797	11	0.9882	NA	3	67.1609	NA	NF033129;NF033105;NF033103;NF033068;NF000262;NF033156
NZ_CP089149	142229	No terminal repeats	183	11	0.9882	NA	0	4.5124	NA	NF000145
NZ_CP120975	325400	No terminal repeats	395	11	0.9882	NA	18	65.3353	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traF;F_traH;F_traG;T_virB1	NF012147;NF040806;NF000225;NF012147;NF000051;NF000496;NF033144;NF000225;NF000107;NF033135
NZ_CP092350	521856	No terminal repeats	502	11	0.9882	NA	2	98.1426	T_virB11;T_virB11	NF000496
NC_021361	56977	No terminal repeats	77	11	0.9882	NA	10	34.5449	T_virB3;virb4;T_virB6;G_tfc2;T_virB1;T_virB8;T_virB9;MOBP1	NA
NZ_CP013602	162302	No terminal repeats	151	11	0.9882	NA	1	19.3191	NA	NF000493
NZ_CP013512	162302	No terminal repeats	151	11	0.9882	NA	1	19.3191	NA	NF000493
NZ_CP087770	32565	No terminal repeats	34	11	0.9882	NA	8	9.2996	T_virB6;T_virB5;virb4;T_virB3;T_virB1;T_virB11;T_virB9;T_virB8	NA
NZ_CP007069	509829	No terminal repeats	470	11	0.9882	NA	2	109.0661	T_virB11;T_virB11	NF033156;NF033135;NF000496
NZ_CP074103	517982	No terminal repeats	529	11	0.9882	NA	2	88.1284	NA	NF012212;NF033134;NF033134;NF033088;NF033134;NF012178;NF033134;NF033134;NF012174;NF033068
NZ_CP066660	187470	No terminal repeats	213	11	0.9881	NA	0	39.0695	NA	NA
NZ_CP101529	38147	No terminal repeats	44	11	0.9881	NA	3	15.6694	MOBP1	NA
NZ_CP086145	16351	No terminal repeats	11	11	0.9881	NA	0	0.1097	NA	NA
NZ_CP045275	127523	No terminal repeats	139	11	0.9881	NA	2	29.3631	MOBP2	NA
NZ_CP066233	73360	No terminal repeats	102	11	0.9881	NA	15	27.8339	F_traL;F_traE;F_traK;F_traB;F_traV;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG	NA
NZ_CP084851	1240	No terminal repeats	1	11	0.9881	NA	1	0.9943	NA	NA
NC_020308	17094	No terminal repeats	18	11	0.9881	NA	0	4.2079	NA	NA
NZ_CP085419	132111	No terminal repeats	158	11	0.9881	NA	0	26.4058	NA	NF000025;NF012174;NF012174
NZ_CP031666	1266	No terminal repeats	1	11	0.9881	NA	1	0.6536	NA	NA
NZ_CP031663	1266	No terminal repeats	1	11	0.9881	NA	1	0.6536	NA	NA
NZ_CP024777	14193	No terminal repeats	14	11	0.9881	NA	2	1.5162	NA	NA
NZ_CP091578	231428	No terminal repeats	279	11	0.9881	NA	2	61.3457	MOBP2	NA
NZ_CP090750	106647	No terminal repeats	133	11	0.9881	NA	3	35.0113	MOBQ	NF033135
NZ_CP085168	336544	No terminal repeats	317	11	0.9881	NA	1	21.1071	T_virB11	NF033135
NZ_CP018185	74165	No terminal repeats	111	11	0.9881	NA	2	30.5037	MOBP2;T_virB11	NF000145
NZ_CP102305	62027	No terminal repeats	64	11	0.9881	NA	2	21.269	MOBP2	NA
NZ_CP016283	117792	No terminal repeats	127	11	0.9881	NA	0	34.4112	NA	NF012178
NZ_CP011829	229882	No terminal repeats	246	11	0.9881	NA	2	68.4794	MOBP2	NA
NZ_CP046102	81655	No terminal repeats	95	11	0.9881	NA	2	28.027	NA	NA
NZ_CP042400	41395	No terminal repeats	49	11	0.9881	NA	3	2.7567	NA	NA
NZ_CP053710	354209	No terminal repeats	397	11	0.9881	NA	0	60.0256	I_traY	NF033135
NZ_CP113449	4311	No terminal repeats	7	11	0.9881	NA	0	1.9759	NA	NA
NZ_AP025604	239363	No terminal repeats	241	11	0.9881	NA	1	21.8239	NA	NF033068;NF012174
NZ_CP020024	85618	No terminal repeats	125	11	0.9881	NA	2	30.5106	T_virB11;MOBP2	NF000145
NZ_CP038997	123020	No terminal repeats	138	11	0.9881	NA	3	10.971	NA	NA
NZ_AP026956	4806	No terminal repeats	6	11	0.9881	NA	1	0.9293	NA	NA
NZ_CP073960	44896	No terminal repeats	48	11	0.9881	NA	1	1.7904	NA	NA
NZ_CP117860	34705	No terminal repeats	56	11	0.9881	NA	0	9.0724	NA	NA
NZ_LR135333	132509	No terminal repeats	143	11	0.9881	NA	0	24.5953	NA	NA
NZ_CP036545	2782	No terminal repeats	2	4	0.9881	NA	0	1.1874	NA	NA
NZ_CP045036	60578	No terminal repeats	71	11	0.9881	NA	0	10.3989	NA	NA
NZ_CP055329	1443	No terminal repeats	1	11	0.9881	NA	1	0.9943	NA	NA
NZ_CP019235	98137	No terminal repeats	104	11	0.9881	NA	0	19.0328	NA	NA
NZ_CP096703	70287	No terminal repeats	94	11	0.9881	NA	15	25.7447	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG	NA
NZ_CP014942	704258	No terminal repeats	793	11	0.9881	NA	3	112.7398	NA	NF033134;NF000025;NF033068;NF000493;NF033105;NF033068;NF000025;NF033145
NZ_CP031163	668667	No terminal repeats	718	11	0.9881	NA	5	60.6914	T_virB11;T_virB11	NF033105;NF000095
NZ_CP051015	112715	No terminal repeats	124	11	0.9881	NA	4	24.2432	MOBQ;FATA_trsL;t4cp1	NA
NZ_CP094769	39402	No terminal repeats	35	11	0.9881	NA	2	8.1745	NA	NA
NZ_CP036071	79335	No terminal repeats	86	11	0.9881	NA	2	23.4602	MOBC;FA_orf13	NA
NZ_CP044353	41753	No terminal repeats	50	11	0.9881	NA	10	26.5507	T_virB5;T_virB10;T_virB9;T_virB8;virb4;T_virB2;T_virB11;MOBP1	NA
NZ_CP109788	355522	No terminal repeats	315	11	0.9881	NA	2	25.854	NA	NF012178;NF000496;NF033145
NZ_CP050176	2149	No terminal repeats	3	11	0.9881	NA	1	0.9372	NA	NA
NZ_CP007616	416210	No terminal repeats	369	11	0.9881	NA	4	103.6667	T_virB11	NF012212;NF000051
NZ_CP032520	568815	No terminal repeats	574	11	0.9881	NA	19	193.7602	T_virB1;T_virB10;T_virB9;T_virB8;T_virB11;T_virB3;virb4;B_traI;T_virB6;MOBH;t4cp1	NF000272;NF000402;NF000272;NF000272
NZ_AP024306	102367	No terminal repeats	115	11	0.9881	NA	1	19.3671	NA	NA
NZ_CP038265	43093	No terminal repeats	45	11	0.9881	NA	0	4.544	NA	NF033105
NZ_CP027131	1552	No terminal repeats	2	11	0.9881	NA	1	0.9943	NA	NA
NZ_CP015292	105299	No terminal repeats	109	11	0.9881	NA	0	13.8085	NA	NA
NZ_CP027424	2473	No terminal repeats	2	11	0.9881	NA	1	1.7936	NA	NA
NZ_CP059807	122126	No terminal repeats	148	11	0.9881	NA	3	14.4635	NA	NF033115;NF000424
NZ_CP022569	264815	DTR	229	11	0.9881	NA	1	12.8715	NA	NF000493;NF000005;NF000005
NZ_AP023001	245541	No terminal repeats	254	11	0.9881	NA	3	94.2489	T_virB11	NA
NZ_CP092349	245228	No terminal repeats	220	11	0.9881	NA	1	24.1121	NA	NF000005;NF000027
NZ_AP019813	56621	No terminal repeats	54	11	0.9881	NA	2	15.8526	NA	NA
NZ_CP066654	134270	No terminal repeats	151	11	0.9881	NA	0	25.6075	NA	NA
NZ_CP033733	4439	No terminal repeats	4	11	0.9881	NA	0	2.0424	NA	NF012176
NZ_CP082872	3678	No terminal repeats	4	11	0.9881	NA	1	1.2753	NA	NA
NZ_CP066668	134270	No terminal repeats	151	11	0.9881	NA	0	25.6075	NA	NA
NZ_CP116207	79559	No terminal repeats	80	11	0.9881	NA	2	16.7977	FA_orf13;MOBC	NA
NZ_CP065746	5636	No terminal repeats	8	11	0.9881	NA	2	1.1501	MOBP1	NA
NZ_CP041272	89798	No terminal repeats	107	11	0.9881	NA	3	14.1989	NA	NA
NZ_CP009649	140953	No terminal repeats	135	11	0.9881	NA	0	29.0212	NA	NF033134
NZ_CP079102	7410	No terminal repeats	8	11	0.9881	NA	1	1.8241	NA	NA
NZ_CP072658	52398	No terminal repeats	61	11	0.9881	NA	1	14.5036	NA	NA
NZ_OU659132	171426	No terminal repeats	165	11	0.9881	NA	14	68.807	T_virB11;F_traF;F_traE;F_traB;F_traV;virb4;F_traU;F_traN;F_traF;F_traH	NA
NZ_CP030841	62450	No terminal repeats	64	11	0.9881	NA	8	19.2229	T_virB9;T_virB10;T_virB6;T_virB8	NA
NZ_CP016822	107688	No terminal repeats	105	11	0.9881	NA	4	63.1709	NA	NA
NZ_CP093288	2640	No terminal repeats	3	11	0.9881	NA	0	1.1886	NA	NA
NZ_CP074194	1443	No terminal repeats	1	11	0.9881	NA	1	0.9943	NA	NA
NZ_CP086186	73542	No terminal repeats	80	11	0.9881	NA	16	51.9483	I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY;I_trbA;I_trbB;I_traL;I_traK;T_virB11;I_traI;MOBP1	NA
NZ_CP048426	236493	No terminal repeats	203	11	0.9881	NA	2	34.7675	NA	NF033103
NZ_CP087313	223334	No terminal repeats	221	11	0.9881	NA	8	56.2655	traU;I_traN;I_traM;I_traI;I_trbA;I_traY;I_traW	NF012171;NF000052
NZ_CP054437	2458	No terminal repeats	3	11	0.9881	NA	1	0.9372	NA	NA
NZ_CP071468	175515	No terminal repeats	217	11	0.9881	NA	2	35.1404	MOBP2	NF012174;NF000496
NZ_CP121487	45211	No terminal repeats	50	11	0.9881	NA	4	13.6863	MOBP2	NA
NZ_LR890497	3012	No terminal repeats	2	11	0.9881	NA	0	0.6748	NA	NA
NZ_CP033813	24117	No terminal repeats	27	11	0.9881	NA	0	1.7072	NA	NA
NZ_CP012965	107170	No terminal repeats	111	11	0.9881	NA	0	12.9268	NA	NA
NZ_LR890487	4064	No terminal repeats	6	11	0.9881	NA	0	1.5991	NA	NA
