P-P type	Composition ID	HMM profile in composition	Composition size	Total number of profiles for P-P type
pSLy3	pSLy3_Composition_40	pSLy3_pers_D3W51_RS24515	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_ECRM9975_RS28335	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_FNE86_RS22765	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_FNE86_RS22920	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_FNE86_RS23240	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_FNP78_RS00045	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_FNP78_RS00605	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_GBF15_RS23780	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_GZS17_RS24735	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_H5V41_RS22790	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_HUV22_RS25765	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_HV010_RS23005	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_HV010_RS23285	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_HXS78_RS23330	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_I6K17_RS27355	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_IEC99_RS25820	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_IMP05_RS24775	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_IMQ59_RS25580	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_JLH08_RS24950	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_JLZ97_RS24385	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_JMW69_RS24575	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_JMW69_RS24580	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_JR901_RS24185	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_O3M_RS26960	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_RG42_RS24765	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_CPZ02_RS26895	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_HVX45_RS22520	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_HHJ44_RS25515	90	95
pSLy3	pSLy3_Composition_40	pSLy3_pers_C6P55_RS30200	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HXS78_RS23500	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_AM483_RS27125	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_BWZ24_RS01875	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_C6669_RS27590	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_CCV27_RS25190	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_CEQ26_RS00225	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_COG38_RS25400	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_DFS94_RS24355	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_DFS94_RS24530	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_DWB25_RS24300	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_EAH50_RS24835	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_FNE86_RS22760	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_GAG93_RS23820	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_GBF15_RS23775	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_GBF15_RS23785	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_GBF15_RS24100	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_GZS17_RS25215	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_H7R53_RS24705	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_H7R53_RS24885	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HCR07_RS28410	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HHJ44_RS25345	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HUV22_RS25445	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HUV22_RS25770	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HUV24_RS25205	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HVX45_RS22360	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HVZ69_RS23305	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HVZ69_RS23320	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HXS77_RS22380	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HXS77_RS22640	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_IEC99_RS25660	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_IMP05_RS24950	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_IMQ02_RS22645	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_IMQ02_RS22815	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_JR901_RS24180	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_RG73_RS25925	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_RG73_RS25940	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_RG73_RS26155	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_CEQ26_RS00375	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_FNP78_RS00610	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_FNE85_RS24595	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_CEQ26_RS00025	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_GAG93_RS24010	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_JR901_RS24005	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_IMQ03_RS22510	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_CE141_RS27935	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_IMP05_RS25115	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_GBF15_RS23940	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HXS77_RS22325	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_JR901_RS24410	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HXS78_RS23505	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_GAG93_RS24175	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_A9C00_RS26400	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_AM483_RS27040	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_BE965_RS00535	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_BLJ80_RS26705	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_BWZ24_RS01705	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_C6669_RS27960	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_C6P55_RS30195	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_CE141_RS27555	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_CPZ02_RS26810	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_CRT34_RS27280	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_D3W51_RS24515	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_ECRM9975_RS28335	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_FNE86_RS22765	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_FNE86_RS22920	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_FNE86_RS23240	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_FNP78_RS00045	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_FNP78_RS00605	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_GBF15_RS23780	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_GZS17_RS24735	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_H5V41_RS22790	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HUV22_RS25765	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HV010_RS23005	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HV010_RS23285	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HXS78_RS23330	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_I6K17_RS27355	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_IEC99_RS25820	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_IMP05_RS24775	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_IMQ59_RS25580	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_JLH08_RS24950	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_JLZ97_RS24385	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_JMW69_RS24575	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_JMW69_RS24580	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_JR901_RS24185	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_O3M_RS26960	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_RG42_RS24765	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_CPZ02_RS26895	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HVX45_RS22520	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_HHJ44_RS25515	90	95
pSLy3	pSLy3_Composition_48	pSLy3_pers_C6P55_RS30200	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HXS78_RS23500	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_AM483_RS27125	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_BWZ24_RS01875	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_C6669_RS27590	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_CCV27_RS25190	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_CEQ26_RS00225	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_COG38_RS25400	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_DFS94_RS24355	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_DFS94_RS24530	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_DWB25_RS24300	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_EAH50_RS24835	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_FNE86_RS22760	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GAG93_RS23820	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GBF15_RS23775	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GBF15_RS23785	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GBF15_RS24100	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GZS17_RS25215	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_H7R53_RS24705	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_H7R53_RS24885	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HCR07_RS28410	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HHJ44_RS25345	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HUV22_RS25445	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HUV22_RS25770	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HUV24_RS25205	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HVX45_RS22360	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HVZ69_RS23305	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HVZ69_RS23320	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HXS77_RS22380	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HXS77_RS22640	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_IEC99_RS25660	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_IMP05_RS24950	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_IMQ02_RS22645	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_IMQ02_RS22815	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_JR901_RS24180	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_RG73_RS25925	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_RG73_RS25940	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_RG73_RS26155	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_CEQ26_RS00375	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_FNP78_RS00610	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_FNE85_RS24595	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_CEQ26_RS00025	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GAG93_RS24010	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_JR901_RS24005	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_IMQ03_RS22510	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_CE141_RS27935	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_IMP05_RS25115	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GBF15_RS23940	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HXS77_RS22325	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_JR901_RS24410	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HXS78_RS23505	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GAG93_RS24175	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GAG93_RS24170	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_A9C00_RS26400	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_AM483_RS27040	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_BE965_RS00535	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_BLJ80_RS26705	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_BWZ24_RS01705	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_C6669_RS27960	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_C6P55_RS30195	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_CE141_RS27555	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_CPZ02_RS26810	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_CRT34_RS27280	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_D3W51_RS24515	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_ECRM9975_RS28335	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_FNE86_RS22765	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_FNE86_RS22920	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_FNE86_RS23240	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_FNP78_RS00045	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_FNP78_RS00605	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GBF15_RS23780	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_GZS17_RS24735	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HUV22_RS25765	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HV010_RS23005	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HV010_RS23285	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HXS78_RS23330	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_I6K17_RS27355	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_IEC99_RS25820	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_IMP05_RS24775	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_IMQ59_RS25580	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_JLH08_RS24950	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_JLZ97_RS24385	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_JMW69_RS24575	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_JMW69_RS24580	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_JR901_RS24185	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_O3M_RS26960	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_RG42_RS24765	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_CPZ02_RS26895	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HVX45_RS22520	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_HHJ44_RS25515	90	95
pSLy3	pSLy3_Composition_55	pSLy3_pers_C6P55_RS30200	90	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HXS78_RS23500	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_AM483_RS27125	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_BWZ24_RS01875	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_C6669_RS27590	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_CCV27_RS25190	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_CEQ26_RS00225	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_COG38_RS25400	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_DFS94_RS24355	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_DFS94_RS24530	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_DWB25_RS24300	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_EAH50_RS24835	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_FNE86_RS22760	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GAG93_RS23820	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GBF15_RS23775	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GBF15_RS23785	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GBF15_RS24100	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GZS17_RS25215	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_H7R53_RS24705	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_H7R53_RS24885	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HCR07_RS28410	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HHJ44_RS25345	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HUV22_RS25445	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HUV22_RS25770	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HUV24_RS25205	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HVX45_RS22360	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HVZ69_RS23305	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HVZ69_RS23320	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HXS77_RS22380	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HXS77_RS22640	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_IEC99_RS25660	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_IMP05_RS24950	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_IMQ02_RS22645	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_IMQ02_RS22815	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_JR901_RS24180	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_RG73_RS25925	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_RG73_RS25940	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_RG73_RS26155	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_CEQ26_RS00375	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_FNP78_RS00610	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_FNE85_RS24595	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_CEQ26_RS00025	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GAG93_RS24010	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_C6P55_RS30285	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_IMQ03_RS22510	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_CE141_RS27935	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_IMP05_RS25115	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GBF15_RS23940	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HXS77_RS22325	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_JR901_RS24410	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HXS78_RS23505	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GAG93_RS24175	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GAG93_RS24170	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_A9C00_RS26400	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_AM483_RS27040	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_BE965_RS00200	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_BE965_RS00535	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_BLJ80_RS26705	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_C6669_RS27960	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_C6P55_RS30195	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_CE141_RS27555	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_COG38_RS25585	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_CRT34_RS27280	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_CXX05_RS25700	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_D3W51_RS24515	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_ECRM9975_RS28335	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_FNE86_RS22765	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_FNE86_RS22920	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_FNE86_RS23240	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_FNP78_RS00045	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_FNP78_RS00605	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GBF15_RS23780	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_GZS17_RS24735	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_H5V41_RS22790	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HUV22_RS25765	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HV010_RS23285	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HXS78_RS23330	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_I6K17_RS27355	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_IEC99_RS25820	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_IMQ59_RS25580	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_JLH08_RS24950	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_JLZ97_RS24385	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_JMW69_RS24575	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_JMW69_RS24580	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_JR901_RS24185	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_O3M_RS26960	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_RG42_RS24765	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_CPZ02_RS26895	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_HHJ44_RS25515	89	95
pSLy3	pSLy3_Composition_15	pSLy3_pers_C6P55_RS30200	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HXS78_RS23500	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_AM483_RS27125	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_BWZ24_RS01875	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_C6669_RS27590	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_CCV27_RS25190	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_CEQ26_RS00225	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_COG38_RS25400	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_DFS94_RS24355	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_DFS94_RS24530	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_DWB25_RS24300	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_EAH50_RS24835	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_FNE86_RS22760	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GAG93_RS23820	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GBF15_RS23775	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GBF15_RS23785	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GBF15_RS24100	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GZS17_RS25215	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_H7R53_RS24705	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_H7R53_RS24885	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HCR07_RS28410	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HHJ44_RS25345	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HUV22_RS25445	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HUV24_RS25205	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HVX45_RS22360	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HVZ69_RS23305	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HVZ69_RS23320	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HXS77_RS22380	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HXS77_RS22640	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_IEC99_RS25660	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_IMP05_RS24950	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_IMQ02_RS22645	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_IMQ02_RS22815	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_JR901_RS24180	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_RG73_RS25925	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_RG73_RS26155	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_CEQ26_RS00375	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_FNP78_RS00610	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_FNE85_RS24595	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_CEQ26_RS00025	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GAG93_RS24010	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_JR901_RS24005	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_IMQ03_RS22510	89	95
